region,show_name,session_counts
wales,ar_y_bysus,566
wales,art_of_china,4
wales,athletics_iaaf_diamond_league,1
wales,atlanta,75
wales,baby_jake,144
wales,back_to_the_land_with_kate_humble,6
wales,bargain_hunt,86
wales,bbc_four,55
wales,bbc_news,334
wales,bbc_news24,291
wales,bbc_news_at_five,4
wales,bbc_news_at_one,98
wales,bbc_news_at_six,26
wales,bbc_news_at_ten,33
wales,bbc_news_special,34
wales,bbc_newsroom_live,127
wales,bbc_one,955
wales,bbc_one_hd,69
wales,bbc_one_london,37
wales,bbc_one_wales,13
wales,bbc_parliament,46
wales,bbc_two,200
wales,bbc_two_england,4
wales,bbc_wales_investigates,8
wales,bbc_weekend_news,10
wales,before_grenfell_a_hidden_history,23
wales,being_human,967
wales,ben_10,42
wales,ben_zand_cults_gangs_and_god,3
wales,beta,5
wales,beyond_100_days,6
wales,big_in_america_british_hits_in_the_usa,4
wales,big_sky_big_dreams_big_art_made_in_the_usa,11
wales,biggest_weekend,61
wales,biggleton,99
wales,bing,1742
wales,bitz_bob,679
wales,black_music_legends_of_the_1980s,8
wales,blue_peter,26
wales,boj,1694
wales,border_lives,7
wales,breakfast,150
wales,breakfast_bbc_news_channel,8
wales,breakfast_bbc_news_channel_,8
wales,brideshead_revisited,19
wales,britain_s_best_home_cook,244
wales,britain_s_biggest_warship,2
wales,britain_s_fat_fight_with_hugh_fearnley_whittingstall,3
wales,britains_best_home_cook,57
wales,britains_forgotten_men,46
wales,burma_with_simon_reeve,10
wales,cacamwnci,468
wales,calon,1287
wales,can_science_make_me_perfect_with_alice_roberts,63
wales,can_t_cope_won_t_cope,23
wales,canals_the_making_of_a_nation,30
wales,caribbean_with_simon_reeve,13
wales,castles_britains_fortified_history,2
wales,casualty,84
wales,cbbc,31
wales,cbeebies,39
wales,cbeebies_bedtime_stories,38
wales,cbeebies_the_snow_queen,3
wales,charlie_and_lola,14
wales,choose_the_right_puppy_for_you,7
wales,citizen_khan,140
wales,civilisations_stories,4
wales,clangers,5
wales,click,33
wales,clydebuilt_the_ships_that_made_the_commonwealth,39
wales,coast_lives,3
wales,colombia_with_simon_reeve,13
wales,countryfile,4
wales,cynadleddau_r_gwanwyn,2457
wales,dad_s_army,7
wales,dads_army,5
wales,daily_politics,214
wales,danger_mouse,414
wales,darcey_bussell_s_looking_for_audrey,4
wales,daydreams,20
wales,deadly_dinosaurs_with_steve_backshall,60
wales,detectorists,1
wales,dim_byd,1842
wales,dinopaws,3
wales,dipdap,186
wales,do_you_know,85
wales,doctor_who,703
wales,dragons_den,8
wales,drugs_map_of_britain,3
wales,dylan_thomas_a_poet_s_guide,1
wales,earth_one_amazing_day,19
wales,eastenders,535
wales,escape_to_the_country,4
wales,extras,36
wales,ffit_cymru,157
wales,fight_like_a_girl,8
wales,fit,18
wales,fleabag,11
wales,flog_it,8
wales,footy_pups,809
wales,frankie_boyle_s_new_world_order,81
wales,frankie_goes_to_russia,116
wales,garden_rescue,42
wales,gardeners_world,64
wales,gavin_stacey,49
wales,get_well_soon_hospital,208
wales,go_jetters,110
wales,grammar_schools_who_will_get_in,17
wales,grammar_schools_who_will_get_in_,2
wales,grenfell,13
wales,guidance,36
wales,gwdihw,7
wales,gym_stars,84
wales,hank_zipzer,500
wales,hansh,510
wales,hardball,16
wales,hardtalk,8
wales,have_i_got_a_bit_more_news_for_you,2
wales,have_i_got_news_for_you,12
wales,henry_vii_the_winter_king,4
wales,hetty_feather,24
wales,hey_duggee,750
wales,hidden,129
wales,high_life,2
wales,holby_city,1573
wales,homes_under_the_hammer,137
wales,horizon,42
wales,horrible_histories,186
wales,house_of_commons,8
wales,how_to_build_,2
wales,how_wars_begin,7
wales,i_can_cook,20
wales,ice_stars,124
wales,inspector_montalbano,45
wales,jamie_johnson,3
wales,jonathan_meades_on_jargon,2
wales,journey_in_the_danger_zone_iraq,7
wales,junk_rescue,6
wales,kazoops_,2676
wales,kenny,1
wales,killed_by_my_debt,18
wales,king_lear,4
wales,kyffin_williams_the_man_who_painted_wales,2
wales,lara_croft_tomb_raider,10
wales,lara_croft_tomb_raider_the_cradle_of_life,5
wales,later_with_jools_holland,25
wales,let_s_celebrate,2
wales,life,6
wales,life_and_death_row,35
wales,live_at_the_apollo,36
wales,live_football,9
wales,live_from_the_bbc,11
wales,live_lounge,10
wales,llanifeiliaid,684
wales,lost_voice_guy_is_geordie_the_funniest_accent_,11
wales,love_and_drugs_on_the_street_girls_sleeping_rough,32
wales,love_and_hate_crime,3
wales,love_in_the_countryside,37
wales,madhur_jaffrey_s_flavours_of_india,11
wales,managing_england_the_impossible_job,32
wales,matilda_and_the_ramsay_bunch,80
wales,messy_goes_to_okido,266
wales,million_pound_menu,37
wales,miranda,33
wales,miranda_barbour_serial_killer_or_liar,43
wales,miranda_barbour_serial_killer_or_liar_,22
wales,missions,157
wales,mister_maker_around_the_world,7
wales,mister_maker_comes_to_town,10
wales,mock_the_week,133
wales,money_for_nothing,4
wales,more_dawn_french_s_boys_who_do_comedy,6
wales,more_dawn_french_s_girls_who_do_comedy,14
wales,motd_2018_world_cup,5014
wales,mrs_brown_s_boys,24
wales,murdered_by_my_boyfriend,2
wales,mwy_o_stwnsh_sadwrn,7
wales,my_life,5
wales,natural_world,5
wales,newsday,8
wales,newsnight,21
wales,newsround,4
wales,normandy_44_the_battle_beyond_d_day,1
wales,nothing_like_a_dame,18
wales,numberblocks,43
wales,octonauts,233
wales,officially_amazing_goes_bunkers,4
wales,oli_wyn,21
wales,one_night_of_ecstasy,6
wales,our_family,1067
wales,our_friend_victoria,13
wales,our_girl,183
wales,our_school,66
wales,our_world,2
wales,pablo,18
wales,panorama,53
wales,patr_l_pawennau,28
wales,pengwiniaid_madagascar,14
wales,peter_kay_s_car_share,1
wales,peter_rabbit,162
wales,pigo_dy_drwyn,24
wales,planet_earth_ii_ultra_hd_trial,8
wales,pobol_y_cwm,76
wales,pointless,187
wales,pointless_celebrities,13
wales,poldark,142
wales,pompeii_the_mystery_of_the_people_frozen_in_time,16
wales,postman_pat_special_delivery_service,1200
wales,prime_minister_s_questions,22
wales,pwy_di_bos_y_gegin,2
wales,pwy_di_bos_y_gegin_,468
wales,qi,58
wales,question_time,35
wales,radio_1_stories,170
wales,rastamouse,11
wales,ray_mears_bushcraft,20
wales,return_to_larkinland,18
wales,rip_off_britain,178
wales,romper_stomper,8
wales,room_101,6
wales,rownd_a_rownd,3
wales,royal_academy_summer_exhibition,7
wales,rugby_union,171
wales,s4cpbs,96
wales,sarah_duck,525
wales,sbargo,24
wales,school_of_roars,10
wales,second_chance_summer_tuscany,4
wales,shaun_the_sheep,79
wales,shaun_the_sheep_the_movie,12
wales,show_me_what_you_re_made_of,118
wales,simply_nigella,7
wales,simulcast,1891
wales,something_special,573
wales,songs_of_praise,8
wales,southampton_vs_westbrom_live,3
wales,springwatch,29
wales,storyville,1
wales,suffragettes_with_lucy_worsley,20
wales,sunday_morning_live,4
wales,sunday_politics,3
wales,sunday_politics_south,4
wales,sunday_politics_wales,9
wales,swallowed_by_the_sea_ancient_egypt_s_greatest_lost_city,26
wales,swashbuckle,156
wales,teletubbies,121
wales,the_adventures_of_abney_teal,48
wales,the_andrew_marr_show,81
wales,the_beechgrove_garden,38
wales,the_big_questions,1
wales,the_bridge,107
wales,the_button,2
wales,the_deep,239
wales,the_dengineers,20
wales,the_doctor_who_gave_up_drugs,7
wales,the_dumping_ground,19
wales,the_everly_brothers_harmonies_from_heaven,1
wales,the_fight_for_women_s_bodies,2
wales,the_film_review,12
wales,the_graham_norton_show,180
wales,the_greatest_tomb_on_earth_secrets_of_ancient_china,11
wales,the_hairy_bikers_asian_adventure,12
wales,the_history_of_the_future_cars,7
wales,the_jeremy_thorpe_scandal,26
wales,the_last_man_on_the_moon,18
wales,the_late_show,7
wales,the_next_step,68
wales,the_one_show,2
wales,the_past,38
wales,the_pets_factor,110
wales,the_royal_wedding_prince_harry_and_meghan_markle,20
wales,the_secret_life_of_the_motorway,6
wales,the_sinking_of_the_laconia,15
wales,the_sky_at_night,19
wales,the_split,50
wales,the_toddlers_who_took_on_dementia,8
wales,the_trouble_with_women_with_anne_robinson,5
wales,the_truth_about,6
wales,the_truth_about_,2
wales,the_world_cup_hopes_of_a_nation,4
wales,the_young_offenders,205
wales,the_zoo,14
wales,this_country,68
wales,this_week,2
wales,timewatch,24
wales,tomorrow_s_worlds_the_unearthly_history_of_science_fiction,8
wales,top_of_the_shop_with_tom_kerridge,5
wales,topsy_and_tim,572
wales,tracey_breaks_the_news,47
wales,tracy_beaker_returns,1
wales,two_pints_of_lager_and_a_packet_of_crisps,1967
wales,ugly_me_my_life_with_body_dysmorphia,8
wales,uncle,3
wales,unsolved,288
wales,versailles,71
wales,victoria_derbyshire,66
wales,victoria_wood_seen_on_tv,4
wales,village_of_dreams,3
wales,waffle_the_wonder_dog,466
wales,wallace_and_gromit_a_close_shave,1
wales,wannabe,40
wales,wanted_down_under,3
wales,what_s_the_big_idea_,953
wales,who_do_you_think_you_are_,1
wales,world_cup_brush_up_with_danny_baker,23
wales,would_i_lie_to_you,28
wales,y_brodyr_coala,1989
wales,y_ty_arian,4
wales,yakka_dee,36
wales,yn_yr_ardd,7
wales,young_welsh_and_pretty_minted,4
wales,zig_and_zag,632
south west,3_kids_on_three,2
south west,600_bottles_of_wine,98
south west,64_zoo_lane,28
south west,_hooddocumentary,1056
south west,a1_britain_s_longest_road,60
south west,a1_britains_longest_road,2
south west,a_girl_s_guide_to_tv,60
south west,a_question_of_sport,12
south west,a_very_english_scandal,393
south west,absolute_genius_monster_builds,6
south west,absolute_genius_super_tech_with_dick_dom,5
south west,absolute_genius_with_dick_and_dom,99
south west,ads_on_the_frontline,5
south west,africa,68
south west,africa_a_journey_into_music,51
south west,africa_s_great_civilisations,107
south west,africas_great_civilisations,5
south west,after_the_battle,10
south west,aghaidh_ri_aghaidh,3
south west,agnetha_abba_and_after,4
south west,alba_today,4
south west,ali_a_s_superchargers,15
south west,all_over_the_workplace,80
south west,all_round_to_mrs_brown_s,185
south west,all_round_to_mrs_browns,20
south west,alphablocks,620
south west,amazing_hotels_life_beyond_the_lobby,6
south west,amazon_abyss,3
south west,ambulance,69
south west,andy_s_prehistoric_adventures,5
south west,andy_s_safari_adventures,301
south west,andys_safari_adventures,22
south west,animal_tv,81
south west,antiques_road_trip,171
south west,antiques_roadshow,109
south west,apple_tree_house,59
south west,apple_tree_house_mini,64
south west,architects_of_the_divine_the_first_gothic_age,39
south west,arctic_monkeys_live_at_the_bbc,16
south west,art_ninja,21
south west,art_of_china,3
south west,arthur,18
south west,athletics_iaaf_diamond_league,33
south west,atlanta,688
south west,baby_jake,7
south west,back_to_the_land_with_kate_humble,1
south west,balls_of_steel,15
south west,bargain_hunt,106
south west,bbc_four,337
south west,bbc_news24,2012
south west,bbc_news_at_one,8
south west,bbc_news_at_six,67
south west,bbc_news_at_ten,76
south west,bbc_news_special,19
south west,bbc_one,5050
south west,bbc_one_hd,147
south west,bbc_one_london,142
south west,bbc_one_south,90
south west,bbc_one_south_west,80
south west,bbc_one_wales,20
south west,bbc_parliament,76
south west,bbc_radio_one,19
south west,bbc_three,3
south west,bbc_two,1054
south west,bbc_two_england,275
south west,bbc_wales_investigates,1
south west,bbc_weekend_news,65
south west,beauty_blowout,4
south west,before_grenfell_a_hidden_history,461
south west,being_human,279
south west,beyond_100_days,5
south west,beyond_the_asylum,1
south west,big_field,5
south west,big_sky_big_dreams_big_art_made_in_the_usa,129
south west,biggest_weekend,146
south west,biggleton,467
south west,bing,11308
south west,bitz_bob,4805
south west,black_and_british_a_forgotten_history,67
south west,black_music_legends_of_the_1980s,7
south west,blue_peter,70
south west,blue_peter_bite,5
south west,bmx_world_championships,8
south west,bobi_jac,4
south west,boj,35
south west,border_lives,27
south west,breakfast,247
south west,brideshead_revisited,34
south west,britain_s_best_home_cook,644
south west,britain_s_biggest_warship,2
south west,britain_s_fat_fight_with_hugh_fearnley_whittingstall,5
south west,britain_s_forgotten_men,40
south west,britains_best_home_cook,26
south west,business_briefing,1
south west,caeau_cymru,385
south west,can_robots_love_us,1
south west,can_science_make_me_perfect_with_alice_roberts,212
south west,can_t_cope_won_t_cope,217
south west,canals_the_making_of_a_nation,14
south west,caribbean_food_made_easy,96
south west,caribbean_with_simon_reeve,24
south west,castles_britain_s_fortified_history,43
south west,castles_britains_fortified_history,1
south west,casualty,545
south west,cbbc,253
south west,cbeebies,598
south west,cbeebies_bedtime_stories,29
south west,cbeebies_house_songs,25
south west,cbeebies_the_snow_queen,32
south west,celebrity_black_ball_final_with_steve_davis,7
south west,celebrity_lols,10
south west,charlie_and_lola,831
south west,citizen_khan,525
south west,city_boy_fight_club,10
south west,city_in_the_sky,25
south west,classic_albums,5
south west,click,23
south west,coast,15
south west,coast_lives,70
south west,comedy,77
south west,comedy_shorts,1
south west,cosmonauts_how_russia_won_the_space_race,6
south west,countryfile,17
south west,creeped_out,3
south west,curious_creatures,58
south west,cynefin,234
south west,dad_s_army,88
south west,dads_army,10
south west,daily_politics,22
south west,danger_mouse,356
south west,dara_and_ed_s_great_big_adventure,88
south west,darcey_bussell_s_looking_for_audrey,26
south west,david_attenborough_s_natural_curiosities,9
south west,deadly_dinosaurs_with_steve_backshall,191
south west,death_on_campus_our_stories,5
south west,defence_of_the_realm,78
south west,dennis_gnasher_unleashed,1
south west,dennis_gnasher_unleashed_,52
south west,detectorists,68
south west,deuawdau_rhys_meirion,616
south west,diddy_tv,16
south west,digging_for_britain,14
south west,dina,21
south west,dinopaws,406
south west,dipdap,2648
south west,diy_sos,12
south west,do_you_know,362
south west,doctor_who,5532
south west,doctors,141
south west,documentaries,9
south west,down_on_the_farm,14
south west,dragons,16
south west,dragons_den,23
south west,drama_and_soaps,19
south west,earth_one_amazing_day,158
south west,eastenders,2029
south west,ego_the_strange_and_wonderful_world_of_self_portraits,25
south west,egypt_s_lost_cities,63
south west,emmeline_pankhurst_the_making_of_a_militant,16
south west,escape_to_the_continent,28
south west,escape_to_the_country,98
south west,eurovision_song_contest,28
south west,extras,3045
south west,ferne_and_rory_s_vet_tales,10
south west,fifa_world_cup_rewind,6
south west,fight_like_a_girl,45
south west,film_night,7
south west,fleabag,23
south west,flog_it,120
south west,flog_it_,31
south west,flog_it_trade_secrets,40
south west,food,5
south west,footy_pups,104
south west,for_what_it_s_worth,8
south west,frankie_boyle_s_new_world_order,411
south west,frankie_boyles_new_world_order,31
south west,frankie_goes_to_russia,464
south west,fuine,11
south west,garden_rescue,571
south west,gardeners_world,83
south west,gavin_stacey,494
south west,germaine_bloody_greer,53
south west,get_well_soon_hospital,49
south west,glamorgan_coastal_lives,7
south west,go_jetters,749
south west,golf_pga_championship,1
south west,got_what_it_takes_,14
south west,grammar_schools_who_will_get_in,164
south west,grammar_schools_who_will_get_in_,45
south west,great_american_railroad_journeys,119
south west,great_expectations,18
south west,grenfell,237
south west,guidance,9
south west,gwyllt_ar_grwydr,77
south west,gym_stars,93
south west,hacker_time,5
south west,hairy_bikers_best_of_british,22
south west,hank_zipzer,14
south west,happy_tent_tales,22
south west,hardball,154
south west,have_i_got_a_bit_more_news_for_you,31
south west,have_i_got_news_for_you,83
south west,hawking,22
south west,hayley,2
south west,hear_her,22
south west,heart_transplant_a_chance_to_live,16
south west,heno,1446
south west,henry_iv,4
south west,henry_vii_the_winter_king,42
south west,hetty_feather,164
south west,hey_duggee,4562
south west,hidden,390
south west,history,29
south west,holby_city,299
south west,home_from_home,44
south west,homes_under_the_hammer,78
south west,hooddocumentary,1
south west,horizon,296
south west,horrible_histories,9
south west,how_to_build,10
south west,how_to_build_,2
south west,how_to_get_ahead,37
south west,how_to_make_a_royal_marines_officer,236
south west,i_can_cook,75
south west,i_was_there_kate_adie_on_tiananmen_square,65
south west,ice_age_giants,27
south west,imagine,4
south west,in_the_night_garden,498
south west,indian_hill_railways,106
south west,inside_britain_s_moped_crime_gangs,10
south west,inspector_montalbano,7
south west,jamie_johnson,21
south west,jen_a_jim,2933
south west,jonathan_meades_on_jargon,14
south west,josh_widdicombe,1
south west,journey_in_the_danger_zone_iraq,49
south west,junior_bake_off,117
south west,junk_rescue,112
south west,justin_s_house,15
south west,kate_and_mim_mim,1
south west,kate_bush_at_the_bbc,7
south west,katie_morag,132
south west,katy,40
south west,kazoops,80
south west,kenny,22
south west,killed_by_my_debt,39
south west,killing_me_softly_the_roberta_flack_story,3
south west,king_lear,40
south west,kung_fu_panda,11
south west,kung_fu_panda_secrets_of_the_masters,16
south west,kyffin_williams_the_man_who_painted_wales,1
south west,lara_croft_tomb_raider,15
south west,lara_croft_tomb_raider_the_cradle_of_life,13
south west,later,4
south west,later_with_jools_holland,123
south west,let_s_celebrate,43
south west,let_s_play,85
south west,life,9
south west,life_and_death_row,52
south west,lifeline,312
south west,live_at_the_apollo,99
south west,live_football,13
south west,live_from_the_bbc,77
south west,live_lounge,34
south west,llond_ceg,78
south west,locomotion_dan_snow_s_history_of_railways,13
south west,logan_high,3
south west,london_news,90
south west,lorraine_s_fast_fresh_and_easy_food,1
south west,louis_theroux_s_weird_weekends,32
south west,love_and_drugs_on_the_street_girls_sleeping_rough,262
south west,love_and_hate_crime,28
south west,love_in_the_countryside,59
south west,lucky_them,15
south west,mackintosh_glasgow_s_neglected_genius,6
south west,made_in_dagenham,19
south west,madhur_jaffrey_s_flavours_of_india,8
south west,managing_england_the_impossible_job,106
south west,match_of_the_day_northern_ireland,2
south west,matilda_and_the_ramsay_bunch,158
south west,medusa_s_ankles,22
south west,melody,48
south west,messy_goes_to_okido,36
south west,millie_inbetween,130
south west,million_pound_menu,204
south west,miranda,3094
south west,miranda_barbour_serial_killer_or_liar,20
south west,miranda_barbour_serial_killer_or_liar_,6
south west,missions,496
south west,mister_maker_around_the_world,77
south west,mister_maker_comes_to_town,715
south west,mister_maker_s_arty_party,116
south west,mister_makers_arty_party,292
south west,mock_the_week,828
south west,motd_2018_world_cup,4679
south west,motd_kickabout,1
south west,movies_with_ali_plumb,58
south west,mr_bloom_here_and_there,224
south west,mrs_brown_s_boys,1
south west,mud_sweat_and_tractors_the_story_of_agriculture,36
south west,murdered_by_my_boyfriend,2
south west,music,13
south west,my_life,144
south west,my_world_kitchen,300
south west,natural_world,12
south west,neanderthals_meet_your_ancestors,38
south west,neighbourhood_blues,8
south west,nelly_nora,230
south west,nelson_s_caribbean_hell_hole_an_eighteenth_century_navy_graveyard_uncovered,7
south west,new_music_friday,2
south west,newsnight,86
south west,newsround,13
south west,newswatch,5
south west,nikki_lilly_meets_,130
south west,nine_minute_ninja,22
south west,normandy_44_the_battle_beyond_d_day,17
south west,nothing_like_a_dame,50
south west,numberblocks,4606
south west,ochr_2,125
south west,octonauts,2361
south west,odd_squad,894
south west,officially_amazing_goes_bunkers,3
south west,oh_you_pretty_things_the_story_of_music_and_fashion,48
south west,olly_alexander_growing_up_gay,1
south west,olobob_top,96
south west,ooglies,121
south west,operation_ouch,42
south west,operation_ouch_hospital_takeover,19
south west,orbit_earth_s_extraordinary_journey,60
south west,orbit_earths_extraordinary_journey,4
south west,our_family,102
south west,our_friend_victoria,18
south west,our_girl,2339
south west,our_school,7
south west,our_world,30
south west,panorama,287
south west,patagonia_earth_s_secret_paradise,28
south west,patchwork_pals,93
south west,perfection,4
south west,peter_kay_s_car_share,44
south west,peter_kays_car_share,4
south west,peter_rabbit,4769
south west,planet_earth_ii_ultra_hd_trial,6
south west,pobol_y_cwm,173
south west,pointless,87
south west,pointless_celebrities,51
south west,points_west,33
south west,poldark,557
south west,postman_pat_special_delivery_service,218
south west,prime_minister_s_questions,5
south west,priodas_pum_mil,176
south west,prynhawn_da,312
south west,qi,236
south west,quartet,3
south west,question_time,82
south west,queue,14
south west,r_kelly_sex_girls_videotapes,4
south west,r_kelly_the_sex_scandal_continues,6
south west,raa_raa_the_noisy_lion,10
south west,radio_1_stories,163
south west,raven,45
south west,ray_mears_bushcraft,16
south west,reggie_yates_hidden_australia,4
south west,rhestr_gyda_huw_stephens,3157
south west,rhs_chelsea_flower_show,10
south west,richard_osman_s_house_of_games,146
south west,richard_osmans_house_of_games,13
south west,rick_stein_s_seafood_odyssey,10
south west,rip_off_britain,9
south west,rise_of_the_continents,10
south west,river_city,1
south west,robin_knox_johnston_a_force_of_nature,2
south west,romper_stomper,89
south west,room_101,283
south west,royal_academy_summer_exhibition,22
south west,royal_recipes,165
south west,royal_wives_at_war,125
south west,rugby_union,6
south west,s4cpbs,18
south west,salamander,18
south west,sarah_duck,211
south west,sas_rogue_warriors,24
south west,saturday_kitchen_best_bites,12
south west,school_of_roars,42
south west,science_and_islam,8
south west,science_and_nature,24
south west,scotland_78_a_love_story,3
south west,scottish_first_minister_s_questions,4
south west,scream_street,436
south west,searching_for_shergar,32
south west,second_chance_summer_tuscany,119
south west,secret_life_of_boys,141
south west,select_committees,5
south west,sex_drugs_murder,6
south west,sex_map_of_britain,10
south west,sgorio,780
south west,shark_bites,12
south west,shaun_the_sheep,88
south west,shaun_the_sheep_the_movie,29
south west,show_me_show_me,4
south west,show_me_what_you_re_made_of,280
south west,simply_nigella,42
south west,simulcast,7879
south west,snooker_pot_black,2
south west,so_awkward,2
south west,something_special,13223
south west,south_today,16
south west,southampton_vs_westbrom_live,3
south west,sport,2
south west,sportscene,7
south west,springwatch,215
south west,stacey_dooley_investigates,128
south west,stepping_up,55
south west,stiw,78
south west,storyville,133
south west,suffragettes_with_lucy_worsley,105
south west,sunday_politics,22
south west,sunday_politics_london,1
south west,sunday_politics_scotland,2
south west,swallowed_by_the_sea_ancient_egypt_s_greatest_lost_city,44
south west,swallowed_by_the_sea_ancient_egypts_greatest_lost_city,8
south west,swashbuckle,60
south west,taith_yr_iaith,1540
south west,tales_from_the_royal_bedchamber,42
south west,tee_and_mo,100
south west,teletubbies,832
south west,the_21st_century_race_for_space,3
south west,the_85_black_ball_final_final_frame,5
south west,the_adventures_of_abney_teal,2
south west,the_andrew_marr_show,90
south west,the_big_crash_diet_experiment,58
south west,the_big_questions,24
south west,the_blame_game,44
south west,the_bridge,1452
south west,the_briefing,9
south west,the_burrowers_animals_underground,73
south west,the_button,101
south west,the_computer_programme,10
south west,the_coronation,38
south west,the_damned_united,16
south west,the_deep,550
south west,the_dengineers,9
south west,the_doctor_blake_mysteries,55
south west,the_doctor_who_gave_up_drugs,18
south west,the_dumping_ground,374
south west,the_dumping_ground_survival_files,16
south west,the_family_farm,22
south west,the_fantastical_world_of_hormones_with_professor_john_wass,7
south west,the_fight_for_women_s_bodies,193
south west,the_film_review,38
south west,the_first_men_in_the_moon,5
south west,the_french_revolution_tearing_up_history,1
south west,the_gaming_show,34
south west,the_graham_norton_show,662
south west,the_greatest_tomb_on_earth_secrets_of_ancient_china,34
south west,the_hairy_bikers_asian_adventure,66
south west,the_hairy_bikers_cookbook,56
south west,the_history_of_the_future_cars,7
south west,the_insider_reggie_yates,10
south west,the_jeremy_thorpe_scandal,23
south west,the_lost_libraries_of_timbuktu,22
south west,the_naked_truth_obesity,4
south west,the_next_step,201
south west,the_one_show,21
south west,the_papers,5
south west,the_paras,7
south west,the_past,13
south west,the_pets_factor,75
south west,the_playlist,50
south west,the_quay_sessions,24
south west,the_river_wye_with_will_millard,13
south west,the_royal_wedding_prince_harry_and_meghan_markle,102
south west,the_secret_life_of_the_motorway,9
south west,the_secrets_of_your_food,25
south west,the_sinking_of_the_laconia,81
south west,the_sky_at_night,93
south west,the_split,162
south west,the_time_of_your_life,77
south west,the_travel_show,7
south west,the_trouble_with_women_with_anne_robinson,67
south west,the_truth_about,128
south west,the_truth_about_,46
south west,the_vikings_uncovered,20
south west,the_world_cup_heroes_of_66,34
south west,the_world_cup_hopes_of_a_nation,101
south west,the_world_s_most_extraordinary_homes,10
south west,the_worst_witch,10
south west,this_country,1345
south west,this_week,11
south west,tili_a_i_ffrindiau,875
south west,tim_peake_special_how_to_be_an_astronaut,337
south west,timewatch,6
south west,timmy_time,19
south west,tinga_tinga_tales,90
south west,top_class,3
south west,topsy_and_tim,1580
south west,tracey_breaks_the_news,482
south west,tracy_beaker_returns,82
south west,treasure_champs,933
south west,tree_fu_tom,41
south west,triathlon_world_series,96
south west,trooping_the_colour,3
south west,true_north,70
south west,twirlywoos,288
south west,two_pints_of_lager_and_a_packet_of_crisps,1539
south west,ugly_me_my_life_with_body_dysmorphia,55
south west,uncle,527
south west,unsolved,519
south west,versailles,677
south west,victoria_derbyshire,10
south west,village_of_dreams,86
south west,waffle_the_wonder_dog,721
south west,wallace_and_gromit_a_close_shave,22
south west,wanted_down_under,40
south west,we_can_be_heroes,5
south west,what_s_the_big_idea,300
south west,when_snooker_ruled_the_world,3
south west,where_in_the_world,4
south west,who_do_you_think_you_are,66
south west,who_do_you_think_you_are_,4
south west,wolfblood,130
south west,world_cup_brush_up_with_danny_baker,3
south west,would_i_lie_to_you,75
south west,would_i_lie_to_you_,4
south west,yakka_dee,17
south east,4_o_clock_club,10
south east,50_places_to_see_before_you_die,3
south east,600_bottles_of_wine,91
south east,64_zoo_lane,2037
south east,a1_britain_s_longest_road,10
south east,a_girl_s_guide_to_tv,60
south east,a_girls_guide_to_tv,4
south east,a_question_of_sport,18
south east,a_very_english_scandal,689
south east,absolute_genius_super_tech_with_dick_dom,1
south east,adam_curtis,1
south east,ads_on_the_frontline,6
south east,africa,4
south east,africa_a_journey_into_music,114
south east,africa_s_great_civilisations,138
south east,africas_great_civilisations,6
south east,agnetha_abba_and_after,2
south east,all_round_to_mrs_brown_s,592
south east,all_round_to_mrs_browns,1569
south east,alphablocks,544
south east,ambulance,141
south east,andy_s_prehistoric_adventures,353
south east,andy_s_safari_adventures,58
south east,andys_prehistoric_adventures,136
south east,andys_safari_adventures,231
south east,animal_tv,11
south east,antiques_road_trip,56
south east,antiques_roadshow,170
south east,apple_tree_house,800
south east,apple_tree_house_mini,309
south east,architects_of_the_divine_the_first_gothic_age,2
south east,arctic_monkeys_live_at_the_bbc,19
south east,art_ninja,58
south east,art_of_china,139
south east,arthur,159
south east,arts,5
south east,astronauts_do_you_have_what_it_takes,47
south east,athletics_iaaf_diamond_league,35
south east,atlanta,552
south east,baby_jake,17
south east,back_to_the_land_with_kate_humble,12
south east,balls_of_steel,77
south east,bargain_hunt,59
south east,basquiat_rage_to_riches,3
south east,bbc_alba,44
south east,bbc_business_live,28
south east,bbc_four,505
south east,bbc_news,57
south east,bbc_news24,1840
south east,bbc_news_at_five,5
south east,bbc_news_at_one,81
south east,bbc_news_at_six,313
south east,bbc_news_at_ten,104
south east,bbc_news_special,1
south east,bbc_newsline,5
south east,bbc_newsroom_live,12
south east,bbc_one,5986
south east,bbc_one_hd,348
south east,bbc_one_london,187
south east,bbc_one_south,12
south east,bbc_one_south_east,18
south east,bbc_parliament,226
south east,bbc_radio_one,9
south east,bbc_stories,29
south east,bbc_three,59
south east,bbc_two,1600
south east,bbc_two_england,103
south east,bbc_two_scotland,4
south east,bbc_wales_investigates,5
south east,bbc_weekend_news,165
south east,before_grenfell_a_hidden_history,64
south east,being_human,164
south east,belladrum,39
south east,ben_hoilidh_san_r_oghachd_bhig_ben_holly_s_little_kingdom,1120
south east,best_of_british,20
south east,beta,29
south east,beyond_100_days,45
south east,beyond_bionic,2
south east,beyond_the_asylum,1
south east,big_field,5
south east,big_love,4
south east,biggest_weekend,2831
south east,biggleton,73
south east,bing,12475
south east,bitz_bob,2047
south east,black_music_legends_of_the_1980s,79
south east,blero_n_mynd_i_ocido,39
south east,blue_peter,66
south east,boj,251
south east,border_lives,40
south east,breakfast,527
south east,brideshead_revisited,26
south east,britain_s_best_home_cook,918
south east,britain_s_fat_fight_with_hugh_fearnley_whittingstall,47
south east,britain_s_forgotten_men,102
